engine_id,recorded_at,temperature_c,oil_pressure_psi,vibration_mm_s,fuel_flow_kg_h,engine_speed_percent,flight_hours,status,maintenance_required
ENG-002,2026-01-01 14:50:00,720.06,49.66,2.83,2427.75,89.76,1679,Normal,No
ENG-002,2026-01-01 14:55:00,735.54,51.37,3.09,2316.01,86.34,1679,Normal,No
ENG-002,2026-01-01 15:00:00,663.15,39.62,2.76,2729.8,91.15,1679,Warning,No
ENG-002,2026-01-01 15:05:00,699.63,56.75,2.46,2455.33,92.04,1679,Normal,No
ENG-002,2026-01-01 15:10:00,718.21,48.22,4.06,2394.18,91.91,1679,Normal,No
ENG-002,2026-01-01 15:15:00,701.81,45.76,3.11,2669.56,94.92,1679,Normal,No
ENG-002,2026-01-01 15:20:00,678.81,39.92,2.47,2664.32,82.85,1679,Warning,No
ENG-002,2026-01-01 15:25:00,711.52,54.15,3.11,2450.66,93.25,1679,Normal,No
ENG-002,2026-01-01 15:30:00,680.52,50.11,0.51,2581.18,91.82,1679,Normal,No
ENG-002,2026-01-01 15:35:00,715.26,49.16,3.34,2358.96,92.44,1679,Normal,No
ENG-002,2026-01-01 15:40:00,748.97,45.97,4.04,2705.57,85.59,1679,Normal,No
ENG-002,2026-01-01 15:45:00,658.74,45.53,3.42,2410.32,92.05,1679,Normal,No
ENG-002,2026-01-01 15:50:00,706.24,48.03,3.16,2635.26,94.14,1679,Normal,No
ENG-002,2026-01-01 15:55:00,701.86,48.33,5.91,2360.76,98.95,1679,Critical,Yes
ENG-002,2026-01-01 16:00:00,723.09,41.99,2.99,2756.7,92.61,1679,Warning,No
ENG-002,2026-01-01 16:05:00,726.48,46.6,3.58,2640.16,90.73,1679,Normal,No
ENG-002,2026-01-01 16:10:00,754.26,44.56,3.15,2472.72,89.98,1679,Warning,No
ENG-002,2026-01-01 16:15:00,756.7,56.94,4.05,2523.43,88.73,1679,Warning,No
ENG-002,2026-01-01 16:20:00,688.42,53.76,3.07,2356.61,86.85,1679,Normal,No
ENG-002,2026-01-01 16:25:00,714.37,63.4,4.88,2426.39,97.49,1679,Warning,No
ENG-002,2026-01-01 16:30:00,722.34,45.23,2.74,2505.12,93.75,1679,Normal,No
ENG-002,2026-01-01 16:35:00,675.61,43.13,3.39,2417.91,87.84,1679,Normal,No
ENG-002,2026-01-01 16:40:00,754.23,50.36,3.06,2477.57,93.58,1679,Warning,No
ENG-002,2026-01-01 16:45:00,711.0,51.79,4.76,2022.06,91.99,1679,Warning,No
ENG-002,2026-01-01 16:50:00,687.92,42.37,2.47,2580.68,95.95,1679,Normal,No
ENG-002,2026-01-01 16:55:00,656.91,50.04,4.57,2362.78,92.56,1679,Warning,No
ENG-002,2026-01-01 17:00:00,744.44,48.7,2.56,2563.38,87.26,1679,Normal,No
ENG-002,2026-01-01 17:05:00,682.93,43.43,2.26,2505.07,91.99,1679,Normal,No
ENG-002,2026-01-01 17:10:00,729.2,52.22,2.5,2480.38,88.24,1679,Normal,No
ENG-002,2026-01-01 17:15:00,682.06,46.8,3.9,2422.02,96.96,1679,Normal,No
ENG-002,2026-01-01 17:20:00,771.69,44.08,3.41,2512.6,96.11,1679,Warning,No
ENG-002,2026-01-01 17:25:00,724.17,45.78,4.87,2516.79,88.96,1679,Warning,No
ENG-002,2026-01-01 17:30:00,707.15,53.4,2.11,2318.25,95.19,1679,Normal,No
ENG-002,2026-01-01 17:35:00,728.4,44.24,2.71,2247.94,89.17,1679,Normal,No
ENG-002,2026-01-01 17:40:00,744.21,47.1,3.61,2335.33,92.34,1679,Normal,No
ENG-002,2026-01-01 17:45:00,683.69,43.15,1.32,2622.35,89.58,1679,Normal,No
ENG-002,2026-01-01 17:50:00,718.74,58.05,2.57,2323.41,86.49,1679,Normal,No
ENG-002,2026-01-01 17:55:00,731.61,49.15,3.58,2347.48,95.75,1679,Normal,No
ENG-002,2026-01-01 18:00:00,699.11,45.48,4.81,2183.87,90.15,1679,Warning,No
ENG-002,2026-01-01 18:05:00,662.76,46.28,2.96,2569.98,90.87,1679,Normal,No
ENG-002,2026-01-01 18:10:00,703.86,56.37,1.62,2612.42,94.97,1679,Normal,No
ENG-002,2026-01-01 18:15:00,675.21,49.39,3.49,2463.27,88.27,1679,Normal,No
ENG-002,2026-01-01 18:20:00,757.35,45.3,3.18,2159.86,94.99,1679,Warning,No
ENG-002,2026-01-01 18:25:00,661.43,38.59,2.79,2182.83,95.88,1679,Warning,No
ENG-002,2026-01-01 18:30:00,764.91,50.26,2.3,2458.65,93.19,1679,Warning,No
ENG-002,2026-01-01 18:35:00,690.9,49.69,2.33,2616.82,93.05,1679,Normal,No
ENG-002,2026-01-01 18:40:00,645.67,49.14,4.11,2552.96,100.14,1679,Normal,No
ENG-002,2026-01-01 18:45:00,742.68,39.52,2.89,2689.18,91.39,1679,Warning,No
ENG-002,2026-01-01 18:50:00,724.6,43.88,3.81,2468.08,88.64,1679,Normal,No
ENG-002,2026-01-01 18:55:00,687.55,46.73,3.88,2649.72,92.44,1679,Normal,No
ENG-002,2026-01-01 19:00:00,712.88,49.14,2.27,2197.72,88.03,1679,Normal,No
ENG-002,2026-01-01 19:05:00,653.84,56.43,3.36,2331.06,92.78,1679,Normal,No
ENG-002,2026-01-01 19:10:00,742.65,47.33,1.32,2681.71,88.92,1679,Normal,No
ENG-002,2026-01-01 19:15:00,736.47,52.12,1.96,2242.94,83.21,1679,Normal,No
ENG-002,2026-01-01 19:20:00,704.31,49.85,2.97,2591.88,88.34,1679,Normal,No
ENG-002,2026-01-01 19:25:00,698.41,46.15,4.57,2282.02,90.26,1679,Warning,No
ENG-002,2026-01-01 19:30:00,724.9,37.53,4.28,2708.02,89.42,1679,Critical,Yes
ENG-002,2026-01-01 19:35:00,692.99,50.25,3.43,2228.47,88.08,1679,Normal,No
ENG-002,2026-01-01 19:40:00,716.43,50.94,0.9,2711.7,94.43,1679,Normal,No
ENG-002,2026-01-01 19:45:00,773.0,55.08,3.46,2618.19,94.85,1679,Warning,No
ENG-002,2026-01-01 19:50:00,742.64,41.25,3.4,2588.73,90.6,1679,Warning,No
ENG-002,2026-01-01 19:55:00,712.82,48.03,2.84,2509.31,89.31,1679,Normal,No
ENG-002,2026-01-01 20:00:00,702.69,39.64,1.78,2192.81,94.16,1679,Warning,No
ENG-002,2026-01-01 20:05:00,660.25,47.7,1.71,2546.55,91.19,1679,Normal,No
ENG-002,2026-01-01 20:10:00,683.5,42.13,4.86,2572.76,88.43,1679,Warning,No
ENG-002,2026-01-01 20:15:00,733.86,49.87,3.1,2255.5,87.74,1679,Normal,No
ENG-002,2026-01-01 20:20:00,681.97,50.3,3.67,2133.62,92.85,1679,Normal,No
ENG-002,2026-01-01 20:25:00,700.82,56.89,5.18,2315.96,82.49,1679,Warning,No
ENG-002,2026-01-01 20:30:00,712.33,48.01,2.19,2365.28,88.4,1679,Normal,No
ENG-002,2026-01-01 20:35:00,686.27,48.06,5.16,2369.99,99.94,1679,Warning,No
ENG-002,2026-01-01 20:40:00,669.94,49.39,2.62,2334.84,89.66,1679,Normal,No
ENG-002,2026-01-01 20:45:00,722.42,52.5,4.01,2322.69,81.6,1679,Normal,No
ENG-002,2026-01-01 20:50:00,768.13,53.56,2.9,2634.23,94.14,1679,Warning,No
ENG-002,2026-01-01 20:55:00,630.32,49.31,3.36,2185.46,88.9,1679,Normal,No
ENG-002,2026-01-01 21:00:00,707.18,51.12,1.59,2446.94,89.31,1679,Normal,No
ENG-002,2026-01-01 21:05:00,726.57,54.17,2.59,2318.61,90.81,1679,Normal,No
ENG-002,2026-01-01 21:10:00,736.0,49.69,3.27,2328.28,92.82,1679,Normal,No
ENG-002,2026-01-01 21:15:00,718.25,45.02,1.06,2429.33,92.82,1679,Normal,No
ENG-002,2026-01-01 21:20:00,711.19,53.16,3.67,2520.04,90.92,1679,Normal,No
ENG-002,2026-01-01 21:25:00,662.94,50.29,3.09,2775.09,91.45,1679,Normal,No
ENG-002,2026-01-01 21:30:00,712.32,53.11,4.57,2290.91,98.51,1679,Warning,No
ENG-002,2026-01-01 21:35:00,721.27,51.85,3.89,2195.78,91.01,1679,Normal,No
ENG-002,2026-01-01 21:40:00,662.73,44.09,4.67,2253.13,91.72,1679,Warning,No
ENG-002,2026-01-01 21:45:00,646.85,43.16,3.71,2136.73,99.07,1679,Normal,No
ENG-002,2026-01-01 21:50:00,663.56,39.58,3.88,2587.88,87.94,1679,Warning,No
ENG-002,2026-01-01 21:55:00,779.2,43.02,2.8,2216.88,92.49,1679,Warning,No
ENG-002,2026-01-01 22:00:00,638.14,43.91,3.35,2488.85,96.25,1679,Normal,No
ENG-002,2026-01-01 22:05:00,766.65,49.37,2.88,2490.27,93.78,1679,Warning,No
ENG-002,2026-01-01 22:10:00,660.79,49.22,4.81,2333.24,89.15,1679,Warning,No
ENG-002,2026-01-01 22:15:00,735.17,48.08,2.11,2486.89,88.68,1679,Normal,No
ENG-002,2026-01-01 22:20:00,680.29,50.41,5.42,2467.17,95.33,1679,Warning,No
ENG-002,2026-01-01 22:25:00,798.33,41.74,2.45,2163.56,97.48,1679,Critical,Yes
ENG-002,2026-01-01 22:30:00,693.62,50.57,1.69,2448.81,85.3,1679,Normal,No
ENG-002,2026-01-01 22:35:00,685.57,47.51,3.13,2600.67,94.21,1679,Normal,No
ENG-002,2026-01-01 22:40:00,701.48,48.19,3.39,2439.28,92.41,1679,Normal,No
ENG-002,2026-01-01 22:45:00,683.35,46.1,2.58,2429.39,88.69,1679,Normal,No
ENG-002,2026-01-01 22:50:00,711.06,46.12,0.91,2361.38,84.39,1679,Normal,No
ENG-002,2026-01-01 22:55:00,692.6,42.0,3.57,2209.76,86.55,1679,Normal,No
ENG-002,2026-01-01 23:00:00,744.0,52.46,1.26,2649.75,100.73,1679,Normal,No
ENG-002,2026-01-01 23:05:00,738.74,54.77,2.93,2571.42,89.63,1679,Normal,No
ENG-002,2026-01-01 23:10:00,766.6,53.83,4.33,2435.12,91.74,1679,Warning,No
ENG-002,2026-01-01 23:15:00,707.19,53.81,2.26,2643.26,90.84,1679,Normal,No
ENG-002,2026-01-01 23:20:00,726.06,54.6,1.58,2580.24,89.91,1679,Normal,No
ENG-002,2026-01-01 23:25:00,713.5,49.51,5.11,2439.88,91.43,1679,Warning,No
ENG-002,2026-01-01 23:30:00,733.47,51.75,3.17,2321.78,92.35,1679,Normal,No
ENG-002,2026-01-01 23:35:00,715.82,50.28,4.73,2397.19,91.25,1679,Warning,No
ENG-002,2026-01-01 23:40:00,690.41,48.44,5.34,2136.75,95.28,1679,Warning,No
ENG-002,2026-01-01 23:45:00,730.05,45.47,2.71,2545.55,88.52,1679,Normal,No
ENG-002,2026-01-01 23:50:00,721.8,51.7,1.01,2402.23,97.01,1679,Normal,No
ENG-002,2026-01-01 23:55:00,704.56,48.18,3.05,2204.63,95.49,1679,Normal,No
ENG-002,2026-01-02 00:00:00,678.28,46.31,3.64,2219.6,93.52,1679,Normal,No
ENG-002,2026-01-02 00:05:00,707.72,47.09,4.45,2388.88,87.15,1679,Normal,No
ENG-002,2026-01-02 00:10:00,706.16,47.01,0.58,2579.56,98.27,1679,Normal,No
ENG-002,2026-01-02 00:15:00,714.08,47.72,4.75,2378.25,92.26,1679,Warning,No
ENG-002,2026-01-02 00:20:00,694.62,34.78,1.7,2255.32,94.86,1679,Critical,Yes
ENG-002,2026-01-02 00:25:00,733.4,46.53,1.91,2305.45,93.2,1679,Normal,No
ENG-002,2026-01-02 00:30:00,731.49,52.99,2.33,2405.25,98.82,1679,Normal,No
ENG-002,2026-01-02 00:35:00,713.15,51.36,2.9,2192.99,95.7,1679,Normal,No
ENG-003,2026-01-01 08:00:00,734.38,49.34,3.64,2681.28,92.42,1346,Normal,No
ENG-003,2026-01-01 08:05:00,665.94,48.69,2.18,2489.09,98.09,1346,Normal,No
ENG-003,2026-01-01 08:10:00,667.56,39.03,2.21,2682.08,89.57,1346,Warning,No
ENG-003,2026-01-01 08:15:00,683.13,49.49,4.85,2675.11,84.41,1346,Warning,No
ENG-003,2026-01-01 08:20:00,695.74,36.92,2.63,2186.78,90.78,1346,Critical,Yes
ENG-003,2026-01-01 08:25:00,667.66,47.94,2.96,2363.67,95.56,1346,Normal,No
ENG-003,2026-01-01 08:30:00,688.81,44.18,4.82,2198.29,97.06,1346,Warning,No
ENG-003,2026-01-01 08:35:00,697.47,40.12,1.3,2563.27,87.43,1346,Warning,No
ENG-003,2026-01-01 08:40:00,690.2,46.99,3.06,2284.28,93.97,1346,Normal,No
ENG-003,2026-01-01 08:45:00,695.43,51.19,1.63,2569.17,97.48,1346,Normal,No
ENG-003,2026-01-01 08:50:00,728.87,47.9,5.21,2223.76,84.89,1346,Warning,No
ENG-003,2026-01-01 08:55:00,731.52,50.12,2.17,2143.93,94.73,1346,Normal,No
ENG-003,2026-01-01 09:00:00,637.93,48.58,2.06,2545.59,90.93,1346,Normal,No
ENG-003,2026-01-01 09:05:00,673.18,49.82,3.45,2737.61,91.81,1346,Normal,No
ENG-003,2026-01-01 09:10:00,680.61,47.44,1.21,2555.12,92.84,1346,Normal,No
ENG-003,2026-01-01 09:15:00,738.05,46.42,3.23,2499.31,97.62,1346,Normal,No
ENG-003,2026-01-01 09:20:00,667.88,44.67,5.21,2433.85,85.36,1346,Warning,No
ENG-003,2026-01-01 09:25:00,710.96,43.91,3.46,2356.33,89.55,1346,Normal,No
ENG-003,2026-01-01 09:30:00,703.44,48.77,3.05,2491.11,90.4,1346,Normal,No
ENG-003,2026-01-01 09:35:00,681.37,45.03,2.73,2431.71,94.29,1346,Normal,No
ENG-003,2026-01-01 09:40:00,695.41,56.25,3.33,2392.98,95.17,1346,Normal,No
ENG-003,2026-01-01 09:45:00,707.04,40.72,4.13,2423.89,91.41,1346,Warning,No
ENG-003,2026-01-01 09:50:00,710.44,43.24,3.61,2448.41,97.66,1346,Normal,No
ENG-003,2026-01-01 09:55:00,702.83,46.4,3.58,2420.73,91.71,1346,Normal,No
ENG-003,2026-01-01 10:00:00,724.96,56.54,3.59,2575.57,86.35,1346,Normal,No
ENG-003,2026-01-01 10:05:00,740.69,48.81,4.12,2500.56,91.02,1346,Normal,No
ENG-003,2026-01-01 10:10:00,696.86,41.78,4.15,2532.86,88.27,1346,Warning,No
ENG-003,2026-01-01 10:15:00,716.78,56.22,5.56,2776.95,79.93,1346,Critical,Yes
ENG-003,2026-01-01 10:20:00,710.37,41.91,3.02,2642.07,93.25,1346,Warning,No
ENG-003,2026-01-01 10:25:00,753.77,44.54,4.09,2408.89,89.41,1346,Warning,No
ENG-003,2026-01-01 10:30:00,685.12,40.98,3.12,2459.12,93.57,1346,Warning,No
ENG-003,2026-01-01 10:35:00,743.52,51.03,3.37,2654.16,85.7,1346,Normal,No
ENG-003,2026-01-01 10:40:00,683.88,36.24,2.27,2224.59,89.36,1346,Critical,Yes
ENG-003,2026-01-01 10:45:00,731.08,49.14,2.89,2641.25,77.58,1346,Normal,No
ENG-003,2026-01-01 10:50:00,712.3,56.89,3.24,2790.78,96.38,1346,Normal,No
ENG-003,2026-01-01 10:55:00,665.32,49.29,2.8,2491.49,92.83,1346,Normal,No
ENG-003,2026-01-01 11:00:00,729.94,54.74,3.15,2453.78,93.9,1346,Normal,No
ENG-003,2026-01-01 11:05:00,732.66,47.01,2.78,2411.72,94.84,1346,Normal,No
ENG-003,2026-01-01 11:10:00,705.87,51.35,4.77,2292.07,93.0,1346,Warning,No
ENG-003,2026-01-01 11:15:00,693.51,47.25,4.18,2594.41,91.64,1346,Normal,No
ENG-003,2026-01-01 11:20:00,681.34,47.81,0.71,2297.34,94.65,1346,Normal,No
ENG-003,2026-01-01 11:25:00,642.46,45.78,5.36,2376.94,93.06,1346,Warning,No
ENG-003,2026-01-01 11:30:00,707.92,41.39,2.3,2479.53,91.13,1346,Warning,No
ENG-003,2026-01-01 11:35:00,700.96,44.73,2.11,2287.91,95.73,1346,Normal,No
ENG-003,2026-01-01 11:40:00,717.12,45.77,1.77,2358.82,90.81,1346,Normal,No
ENG-003,2026-01-01 11:45:00,679.66,52.07,2.13,2508.36,96.9,1346,Normal,No
ENG-003,2026-01-01 11:50:00,741.18,43.79,1.98,2213.98,96.27,1346,Normal,No
ENG-003,2026-01-01 11:55:00,695.37,55.17,3.76,2161.89,91.41,1346,Normal,No
ENG-003,2026-01-01 12:00:00,720.54,50.12,1.48,2555.21,92.84,1346,Normal,No
ENG-003,2026-01-01 12:05:00,723.7,52.79,0.68,2656.51,93.67,1346,Normal,No
ENG-003,2026-01-01 12:10:00,721.67,46.66,2.47,2342.62,92.27,1346,Normal,No
ENG-003,2026-01-01 12:15:00,698.29,50.08,3.18,2399.61,100.08,1346,Normal,No
ENG-003,2026-01-01 12:20:00,682.23,55.27,4.2,2382.96,93.38,1346,Normal,No
ENG-003,2026-01-01 12:25:00,689.29,52.05,2.88,2411.47,90.97,1346,Normal,No
ENG-003,2026-01-01 12:30:00,777.94,51.3,2.39,2454.13,91.65,1346,Warning,No
ENG-003,2026-01-01 12:35:00,709.17,60.02,3.2,2199.39,90.3,1346,Normal,No
ENG-003,2026-01-01 12:40:00,740.85,50.88,3.17,2323.04,92.07,1346,Normal,No
ENG-003,2026-01-01 12:45:00,750.44,42.06,4.39,2673.13,95.16,1346,Warning,No
ENG-003,2026-01-01 12:50:00,703.95,43.97,3.46,2486.06,91.53,1346,Normal,No
ENG-003,2026-01-01 12:55:00,675.26,44.76,3.9,2119.31,87.97,1346,Normal,No
ENG-003,2026-01-01 13:00:00,754.68,54.07,2.81,2708.32,87.97,1346,Warning,No
ENG-003,2026-01-01 13:05:00,686.84,41.86,2.9,2425.15,91.79,1346,Warning,No
ENG-003,2026-01-01 13:10:00,684.36,46.31,3.13,2269.55,98.43,1346,Normal,No
ENG-003,2026-01-01 13:15:00,681.42,44.66,2.3,2700.54,93.31,1346,Normal,No
ENG-003,2026-01-01 13:20:00,678.61,48.47,2.89,2651.81,87.92,1346,Normal,No
ENG-003,2026-01-01 13:25:00,690.87,43.6,3.92,2766.05,92.14,1346,Normal,No
ENG-003,2026-01-01 13:30:00,709.86,42.5,3.65,2278.03,84.97,1346,Normal,No
ENG-003,2026-01-01 13:35:00,671.46,57.63,4.09,2371.66,93.68,1346,Normal,No
ENG-003,2026-01-01 13:40:00,691.53,44.84,4.8,2606.97,94.75,1346,Warning,No
ENG-003,2026-01-01 13:45:00,718.56,52.96,2.79,2913.87,87.58,1346,Normal,No
ENG-003,2026-01-01 13:50:00,736.94,49.22,1.07,2560.43,92.34,1346,Normal,No
ENG-003,2026-01-01 13:55:00,648.52,51.41,5.59,2818.86,95.82,1346,Critical,Yes
ENG-003,2026-01-01 14:00:00,679.96,44.73,3.41,2186.9,91.77,1346,Normal,No
ENG-003,2026-01-01 14:05:00,648.14,42.2,2.84,2923.76,89.25,1346,Normal,No
ENG-003,2026-01-01 14:10:00,737.87,48.39,3.09,2634.6,82.11,1346,Normal,No
ENG-003,2026-01-01 14:15:00,673.64,39.65,4.49,2374.15,95.77,1346,Warning,No
ENG-003,2026-01-01 14:20:00,692.61,44.06,1.79,2606.51,88.1,1346,Normal,No
ENG-003,2026-01-01 14:25:00,753.86,43.13,2.38,2476.33,86.0,1346,Warning,No
ENG-003,2026-01-01 14:30:00,755.8,40.18,0.41,2331.58,88.96,1346,Warning,No
ENG-003,2026-01-01 14:35:00,718.31,45.96,2.79,2220.85,92.49,1346,Normal,No
ENG-003,2026-01-01 14:40:00,718.72,41.44,0.17,2486.44,92.47,1346,Warning,No
ENG-003,2026-01-01 14:45:00,716.85,47.94,4.01,2573.15,91.41,1346,Normal,No
ENG-003,2026-01-01 14:50:00,726.79,43.87,2.06,2499.73,90.34,1346,Normal,No
ENG-003,2026-01-01 14:55:00,757.28,44.0,2.84,2152.4,91.69,1346,Warning,No
ENG-003,2026-01-01 15:00:00,729.4,56.93,3.21,2248.99,89.93,1346,Normal,No
ENG-003,2026-01-01 15:05:00,704.55,47.75,2.55,2227.91,82.47,1346,Normal,No
ENG-003,2026-01-01 15:10:00,763.04,47.34,4.08,2762.77,99.99,1346,Warning,No
ENG-003,2026-01-01 15:15:00,705.56,47.69,3.13,2691.6,92.77,1346,Normal,No
ENG-003,2026-01-01 15:20:00,677.51,44.45,5.73,2678.07,93.42,1346,Critical,Yes
ENG-003,2026-01-01 15:25:00,729.55,52.78,3.2,2376.07,79.75,1346,Normal,No
ENG-003,2026-01-01 15:30:00,675.03,40.51,3.95,2504.25,93.62,1346,Warning,No
ENG-003,2026-01-01 15:35:00,656.45,50.93,1.17,2616.25,92.77,1346,Normal,No
ENG-003,2026-01-01 15:40:00,690.65,51.87,2.85,2297.74,99.82,1346,Normal,No
ENG-003,2026-01-01 15:45:00,719.7,42.52,2.18,2402.76,92.76,1346,Normal,No
ENG-003,2026-01-01 15:50:00,702.64,40.72,1.62,2609.17,98.25,1346,Warning,No
ENG-003,2026-01-01 15:55:00,719.65,47.7,4.01,2367.97,90.85,1346,Normal,No
ENG-003,2026-01-01 16:00:00,747.02,48.24,2.89,2813.46,89.61,1346,Normal,No
ENG-003,2026-01-01 16:05:00,736.89,41.32,3.76,2735.19,90.21,1346,Warning,No
ENG-003,2026-01-01 16:10:00,733.59,41.68,3.07,2417.12,93.98,1346,Warning,No
ENG-003,2026-01-01 16:15:00,693.35,55.64,1.21,2566.54,94.29,1346,Normal,No
ENG-003,2026-01-01 16:20:00,682.93,56.92,3.16,2689.71,87.82,1346,Normal,No
ENG-003,2026-01-01 16:25:00,735.85,47.87,3.07,2078.52,90.88,1346,Normal,No
ENG-003,2026-01-01 16:30:00,702.99,47.91,1.74,2464.98,95.28,1346,Normal,No
ENG-003,2026-01-01 16:35:00,720.27,42.34,3.85,2421.7,83.51,1346,Normal,No
ENG-003,2026-01-01 16:40:00,706.71,48.16,5.54,2366.65,94.51,1346,Critical,Yes
ENG-003,2026-01-01 16:45:00,625.11,50.04,1.4,2318.36,93.43,1346,Normal,No
ENG-003,2026-01-01 16:50:00,708.76,42.19,3.18,2391.01,93.47,1346,Normal,No
ENG-003,2026-01-01 16:55:00,753.47,51.97,2.26,2487.26,100.04,1346,Warning,No
ENG-003,2026-01-01 17:00:00,743.02,49.0,4.56,2489.15,89.41,1346,Warning,No
ENG-003,2026-01-01 17:05:00,682.29,54.71,4.19,2585.28,86.83,1346,Normal,No
ENG-003,2026-01-01 17:10:00,681.64,47.68,2.35,2563.6,93.18,1346,Normal,No
ENG-003,2026-01-01 17:15:00,742.32,50.86,1.56,2465.7,97.46,1346,Normal,No
ENG-003,2026-01-01 17:20:00,767.44,48.16,2.69,2598.62,91.24,1346,Warning,No
ENG-003,2026-01-01 17:25:00,667.58,61.62,3.81,2171.82,99.05,1346,Normal,No
ENG-003,2026-01-01 17:30:00,674.43,58.98,3.81,2422.71,98.09,1346,Normal,No
ENG-003,2026-01-01 17:35:00,656.04,44.64,4.69,2466.02,92.12,1346,Warning,No
ENG-003,2026-01-01 17:40:00,683.75,48.46,4.1,2401.78,102.05,1346,Normal,No
ENG-003,2026-01-01 17:45:00,680.71,54.87,3.34,2384.91,96.03,1346,Normal,No
ENG-003,2026-01-01 17:50:00,773.91,44.74,4.9,2476.13,88.8,1346,Warning,No
ENG-003,2026-01-01 17:55:00,660.98,36.09,3.1,2410.97,87.13,1346,Critical,Yes
ENG-003,2026-01-01 18:00:00,681.71,46.11,3.64,2419.36,92.08,1346,Normal,No
ENG-003,2026-01-01 18:05:00,630.58,48.24,3.87,2682.78,87.76,1346,Normal,No
ENG-003,2026-01-01 18:10:00,683.53,43.28,2.86,2601.55,96.31,1346,Normal,No
ENG-003,2026-01-01 18:15:00,694.09,48.44,1.54,2342.69,90.21,1346,Normal,No
ENG-003,2026-01-01 18:20:00,684.41,52.91,3.57,2527.26,94.27,1346,Normal,No
ENG-003,2026-01-01 18:25:00,642.13,46.55,3.78,2374.58,95.91,1346,Normal,No
ENG-003,2026-01-01 18:30:00,677.65,49.35,5.07,2476.93,92.02,1346,Warning,No
ENG-003,2026-01-01 18:35:00,730.3,53.47,4.72,2175.04,89.0,1346,Warning,No
ENG-003,2026-01-01 18:40:00,702.26,46.32,1.3,2409.92,90.2,1346,Normal,No
ENG-003,2026-01-01 18:45:00,729.05,38.47,2.78,2250.49,88.32,1346,Warning,No
ENG-003,2026-01-01 18:50:00,715.24,45.1,3.31,2490.35,93.19,1346,Normal,No
ENG-003,2026-01-01 18:55:00,717.4,53.95,3.82,2465.01,99.12,1346,Normal,No
ENG-003,2026-01-01 19:00:00,721.04,45.4,4.02,2596.38,87.01,1346,Normal,No
ENG-003,2026-01-01 19:05:00,780.29,52.11,3.25,2538.25,93.64,1346,Critical,Yes
ENG-003,2026-01-01 19:10:00,721.04,47.84,3.82,2430.69,97.19,1346,Normal,No
ENG-003,2026-01-01 19:15:00,719.92,46.62,4.73,2529.9,97.79,1346,Warning,No
ENG-003,2026-01-01 19:20:00,733.78,40.17,4.18,2498.08,88.94,1346,Warning,No
ENG-003,2026-01-01 19:25:00,685.46,54.25,3.44,2557.17,94.16,1346,Normal,No
ENG-003,2026-01-01 19:30:00,731.52,46.09,5.14,2098.87,91.27,1346,Warning,No
ENG-003,2026-01-01 19:35:00,712.18,48.15,3.64,2726.3,89.93,1346,Normal,No
ENG-003,2026-01-01 19:40:00,627.23,40.42,2.35,2193.35,88.7,1346,Warning,No
ENG-003,2026-01-01 19:45:00,750.21,45.56,3.54,2224.44,96.59,1346,Warning,No
ENG-003,2026-01-01 19:50:00,721.7,45.8,1.96,2686.1,91.4,1346,Normal,No
ENG-003,2026-01-01 19:55:00,698.63,38.2,3.54,2462.9,95.6,1346,Warning,No
ENG-003,2026-01-01 20:00:00,664.27,45.61,3.48,2173.28,92.26,1346,Normal,No
ENG-003,2026-01-01 20:05:00,689.48,48.41,3.06,2465.95,88.8,1346,Normal,No
ENG-003,2026-01-01 20:10:00,753.5,42.18,2.08,2561.23,100.92,1346,Warning,No
ENG-003,2026-01-01 20:15:00,715.97,45.44,4.74,2808.99,94.49,1346,Warning,No
ENG-003,2026-01-01 20:20:00,676.83,60.42,4.13,2273.0,89.81,1346,Normal,No
ENG-003,2026-01-01 20:25:00,671.63,60.91,2.41,2332.4,89.83,1346,Normal,No
ENG-003,2026-01-01 20:30:00,683.65,38.98,4.3,2285.46,90.57,1346,Warning,No
ENG-003,2026-01-01 20:35:00,668.29,54.81,2.77,2309.31,92.73,1346,Normal,No
ENG-003,2026-01-01 20:40:00,690.84,62.78,4.4,2605.07,88.8,1346,Normal,No
ENG-003,2026-01-01 20:45:00,720.8,41.48,3.51,2775.95,97.19,1346,Warning,No
ENG-003,2026-01-01 20:50:00,677.37,45.76,1.09,2465.22,97.94,1346,Normal,No
ENG-003,2026-01-01 20:55:00,723.47,55.12,3.08,2298.87,91.0,1346,Normal,No
ENG-003,2026-01-01 21:00:00,737.58,44.35,3.23,2423.42,90.19,1346,Normal,No
ENG-003,2026-01-01 21:05:00,705.23,44.46,3.3,2360.6,87.91,1346,Normal,No
ENG-003,2026-01-01 21:10:00,714.15,50.0,5.2,2581.8,92.83,1346,Warning,No
ENG-003,2026-01-01 21:15:00,785.1,48.5,3.91,2145.94,89.4,1346,Critical,Yes
ENG-003,2026-01-01 21:20:00,721.68,46.56,2.87,2636.94,97.21,1346,Normal,No
ENG-003,2026-01-01 21:25:00,684.96,52.62,4.1,2526.01,88.72,1346,Normal,No
ENG-003,2026-01-01 21:30:00,773.96,50.33,3.58,2554.84,98.66,1346,Warning,No
ENG-003,2026-01-01 21:35:00,699.41,46.15,3.58,2137.92,92.73,1346,Normal,No
ENG-003,2026-01-01 21:40:00,701.37,44.23,3.06,2225.73,96.62,1346,Normal,No
